text,rating,date,sentiment,cluster,cluster_label
Half decent app. Unfortunately the widgets are useless. They don't update properly so you have to click on them EVERY time to get the actual values. What's the use of a widget telling you how much fuel you have left if it's almost ALWAYS wrong? Update: With the latest Android update the widgets are even more useless. They are tiny even if you try to resize them to take the entire display. Down to one star.,1,2025-05-22 21:08:37,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
hopeless...waste of time. stopped working.,1,2025-05-17 03:46:40,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"BMW Team, Feedback on My BMW App (2025 X5): 1. Remote Climate Control: Allow setting exact temperature, not just fans. 2. Real-Time Tracking: Enable live vehicle tracking like Tesla/Hyundai. 3. Package Clarity: Merge Driving Assistant packages clearly; basic is insufficient. 4. Remote Parking: Simplify by removing phone-tilt requirement. 5. 3D Camera View: Add real-time streaming instead of delayed renders. Thanks!",2,2025-05-15 15:14:29,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"App itself is OK, if a bit clunky. Let down by not showing correct car/charge status a lot of the time.",2,2025-05-15 14:50:16,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Lacks basic functionality that much cheaper car makers build in as standard.,1,2025-05-14 06:45:39,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Every time there's an update I have to login again. However, to do that you have to use a default browser other than Chrome, as the app logs in via a web browser, and Chrome doesn't work for login purposes (checked with support team). This time not even that is working. So far I have... 1. Cleared the app cache and storage. 2. Deleted the app and reinstalled 3. Reset my password 4. Installed Edge, DuckDuckGo, and Firefox (as default). None work So, BMW, you've finally broken the app completely!",1,2025-05-12 17:10:56,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
โคตรไม่สเถียร ทำงานมั่วมาก ลงรถดับเครื่องล็อครถเรียบร้อยมีคนโทรมาไปดังในรถเราก็ฮัลโหลวไปสิ / กลับถึงบ้านเข้าไปในบ้าน เปิดยูทูปในมือถือนู่นจ้าเสร่อไปดังในรถ ยกเลิกเชื่อมต่อก็พยายามจะไปเชื่อมต่อ ปิดไวไฟ/เปิดใหม่ก็จะไปเชื่อมต่ออีกคือพยายามมากที่จะดึงไวไฟไปเชื่อมทั้งที่ตัวรถไม่มีเน็ตไวไฟ ไอ้เราก็ใช้ไวไฟบ้านไม่สิทีนี้,1,2025-05-11 12:48:07,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
error message when trying to connect digital key plus,2,2025-05-09 23:21:23,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
Doesn't work properly on my Nothing phone(1) Android 15.,1,2025-05-09 01:09:23,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Can't login to app, even after deleting and reinstalling - keeps taking me back to the login screen after I type in the password!",1,2025-05-04 23:45:15,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
not connecting to vehicle,1,2025-05-04 10:45:16,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"I love the features of the app, but sometimes It doesn't update properly and sometimes the features such as remote parking doesn't work because the Bluetooth connection is low even when I'm right next to the car, please fix these issues.",2,2025-05-01 14:58:58,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"After the latest update, the apps no longer work, I can't use the features, and my car status shows an outdated date.",2,2025-04-21 17:05:24,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"After the last update, the app is not syncing anymore with my 740 2025 car. It stopped from 16/04/2025",1,2025-04-21 00:18:44,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"No longer works since the last update. I have seen a fair few reviews mentioning this, but there seems to be no further updates and no acknowledgement of the issue. I really found it useful before, but the time that has passed since the last upsate tells me that no one really cares that you are unable to use it. A shame. Hopefully it will be fixed in the future.",2,2025-04-20 17:16:46,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"An sich ist die App gut, aber ich kann sie nicht (mehr) verwenden, solange mein genauer Standort nicht über WiFi bestimmt werden kann. Was soll das denn bitte?",1,2025-04-19 16:56:20,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
it is not working after the last update,1,2025-04-19 01:21:06,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
its not working anymore..the car fuel and location show from 3 weeks ago..it say no internet connection for last 3 weeks..it worked good till 3 weeks ago,1,2025-04-17 15:25:06,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"App just updated. It now tells me I'm in Kenilworth and the boot is open. I'm 200 miles away from Kenilworth, the boot Is locked and the last update for mileage etc. was almost 2 weeks ago. Not sure there's much point installing this!",1,2025-04-16 16:02:04,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
since 3g has been turned off the connection service is also now switched off so my car is no longer compatible,1,2025-04-14 19:02:18,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
Good app that can be relied on to give basic info about our bmw car,1,2025-04-14 04:02:29,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Terrible app. Developers more interested in making pretty themes than real world, reliable functionality. Eg. It regularly tells me my car is locked when it's not, doesn't send commands to car and it's getting worse with every release.",1,2025-04-13 07:33:20,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Dont work in South Africa I'm trying to log in and talk to customer service it doesn't work at all,1,2025-04-12 22:45:19,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"it's a clean and convenient app, but none of the remote lock/unlock or remote start Services are working despite the vehicle having an active subscription. I've called the helpline multiple times and they just keep hanging up",1,2025-04-12 14:31:53,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Rubbish, Barely works and has connection issues. For the last month the app says my phone hasn't been connected, and have no driver data, although in the car I use maps... that is on my phone (Pixel 9). Free trial is about to run out and now you want be to pay £35.99 a month for something that doesn't work. You did make me laugh, very very funny joke!",1,2025-04-12 09:11:30,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"hardly ever works with my 420d , wont find location , dosent lock ,unlock doors .rubbish app",1,2025-04-10 19:15:46,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Why it doesn't work with 220i M Sport Pro in India 2024 make?,1,2025-04-10 17:16:05,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"BEWARE!! absolutely useless. Everytime i locked the car with the app, it's not able to unlock it. 2nd time I am stranded and locked outside the car for using the app to lock/unlock. It sometimes doesn't work for me but never works for my partner who shares the car with me.",1,2025-04-09 15:13:37,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"New update is very poor, car is no where near where it says it is!!! Please go back to the old one. 🤬",1,2025-04-07 20:25:00,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
doesnt work with my BMW so its lame and pathetic.,1,2025-04-07 17:37:53,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Terms of use not going through,2,2025-04-06 02:27:18,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
not updating vehicle location,1,2025-04-02 17:06:53,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Stop forcing me to re-loggin every time there is an update to this app... OR stop using a web page for login. Every time, I have to reset a bunch of security settings to allow for an UNSECURED log in via a web page. Please add a secure login option inside of this app and add a secure authentication option rather than forcing us to log back in every few weeks over web browsers. I expect more BMW.",2,2025-04-02 13:47:35,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"I can't get back into the app, it says ""set a pin"" but no keyboard comes up so I can't set it and I can't get beyond that prompt.",1,2025-04-02 12:38:00,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
not working after the last update,1,2025-04-01 11:02:59,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
I can't accept the terms of use and add the car. it keeps refreshing on that page. I can't take control of my car because of it. no support (phone number is not linked to a real phone number).,1,2025-03-31 19:19:25,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
it constantly logs me out. its multiple times a year broken for hours. its needlessly stupidly slow,1,2025-03-30 15:20:01,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Every time you update the app, I lose my trips' connectivity and functionality. I am really tired of this! Come on guys!",1,2025-03-30 14:23:43,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
App logged me out and now won't log me in. Technical error comes up when trying to agree to what I assume are new T&Cs. I'm now locked out of my car. Don't trust BMW on their digital services!,1,2025-03-30 13:51:48,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"I can not use the app anymore due to the Terms and Conditions, which does not disappear even if I agree that. I'm very disappointed.",1,2025-03-30 13:15:17,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Please do something for imported cars we can't activate the vehicle on the app,1,2025-03-29 04:28:40,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
the navigation doesnt show the current legal road speed limit ☹️...would be nice to have imo.. has stopped sending route to car,1,2025-03-28 19:07:31,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Terrible App! The developer did not consider security patch updates. I just received the march security patch on my s25 Ultra wile I was out with NO CAR KEY! Digital key Plus no longer active so I opened the my BMW app and it stated set up digital key! Tried to set up via app AND in car once I had both keys but now the app states device not compatible! what a joke lucky i could still unlock the car via app and place my phone in try to start or I would of been F-ed. This needs to be sorted ASAP!,1,2025-03-26 02:08:32,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Just doesn't work anymore. once I put in the password and press login, nothing happens. I've changed the password 3 times, deleted the app and reloaded it but nothing seems to work. Useless (literally)",1,2025-03-25 06:27:46,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
it stoped working in saudi arabia ... keeps telling me no internet connection when im clearly connected... even my wifes car app is not working and she has an iphone,1,2025-03-24 10:21:59,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
unable to verify on my samsung fold 5,1,2025-03-21 17:08:38,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
